eddie.cho,eddiechou828,1
alicia.farrell,leashal,0
alex.siambis,alexsiambis,1
clinton.kabler,clintonk,1
floppy.pucheta,Floppy_Pucheta,1
marcy.hall,MarcyDH,1
vytenis.skarnulis,Vyteniska,0
indranil.nandi,Indranil_Nandi,1
ralph.sc,ralfwu,0
mariomiranda.es,mirandafilms,0
riccih,Ricci_Hodgson,1
rami.abuarja,ramiabuarja,1
chen.levkovich,chenlev,1
jennifer.longshore,escapadesofjen,0
adriana.carvalho.35,Adriana_SC,0
daniel.stertz.5,DanielStertz,1
bill.h,Bill_H,1
marmee.cosico,marmeecosico,1
erika.c.maldonado,ErikaCMaldonado,1
jonas.middendorf,bughunter85,0
radek.sadowski,rrr_sadowski,1
fayard.fabien,ffayard,1
david.h.paul,davidhpaul,1
arin.sinabian,sinabian,1
derry.sun.7,sunderry,1
danieliamarino,Dan_Iamarino,1
conan.soranno,addictedimage,0
clint.bahr,ClintBahr,1
matty.stevenson,mattystevenson,1
ben.nuk,bennuk,1
bunda.arlina,bundaichabella,1
eeryn.lubicich,TampaEFL,0
scott.territo,il_pirata,0
andrew.drake,nevrar,0
kartolo.lo,lokartolo,1
jeff.vannest,jefflv,1
ebrahim.khodaei,ebrahimkhodaei,1
amanda.hinault,kh_i,0
ma.alizadeh,02SyntaxError,0
samu.geza,samugeza,1
oliver.krick,KrickstR,0
nucleareclipse,nuclear_eclipse,1
matsiltala,Matt_Siltala,1
melissadow,M_Dow,1
soufiane.qassimi,s_qassimi,1
foss.boss,ak_kim0,0
m.mangmo,mangasian,0
jesses.t,jessestu,1
lindsay.grace.burton,lgraceburton,1
vivek.srini,viveksrn,1
weiyiao.wang,weiyiao,1
perfil.math.souza,mathsouza,1
phil.epex,ePex2k9,0
anthony.myers2,xanthonysfx,0
samantha.egebrecht,thunderstrukdc,0
kai.werthwein,Schlipsnerd,0
clarita.longo,clarita82,0
yenlin.tan,tanyenlin,1
umer.zuberi,umert,0
caroline.guilherme,caroline_basted,0
garry.hepple,GarryHepple,1
lucas.hibbard,LucasHSquared,1
donna.hogeland,DonnaHogeland,1
kevin.vandenberghe,KevVDB,0
emma.mangiapane12,emmabelle12,0
kailash.shankar,kailashbl,0
nadeem.bulsara,nadzz,0
wjs.wang,wjs2634,0
deebaa,punkin_g,0
sebastian.freitag,sfquadrat,0
carlos.ferreirajr,blogolscarlos,0
fabian.norman,FabianNor,1
semvosem,sem_vosem,1
ramsez.stamper,crassiusneo,0
pascal.polleunus,ppolleunus,1
pablo.roig,pmroig,1
S.RakibHasan,s_rakib,1
wim.bollen.12,wbollen,1
shiprayadav.only1,ShiprayadavHR,0
castle.fest,Castlefest,1
balpreet.bajwa,_balpreet,1
gregg.murray,iradiosales,0
ross.hannant,RossHannant,1
vampire.nighthawk,ahscott,0
hely.rojas.prieto,sysmaya,0
sacha.obado,sachaobado,1
shelby.carr,shelby_carr,1
martha.isela.330,MarthaIsela,1
ben.p.higgins,mofunz,0
ross.a.tieken,rossarlen,0
burak.akgerman,bakgerman,1
bart.vyvey,bartvyvey,1
coalicion.cristiana,coalicioncristo,1
jpeterkirby,Kirby_,1
april.rager,aprilrager,1
svet.b,svet,1
jamie.folsom,jamiefolsom,1
dominic.fuchs.79,dvux,0
d.shokel,vallmond,0
borria,essl_main,0
lee.peters2,leep1441,1
helena.ferry,helenaferry,1
steven.schwartz.758,macquarieVC,0
sundarrajan.renganathan,sundarrajanr,1
david.nightingale1,DNCreative,0
rene.funke,tbbmx,0
wim.mulders,Wimku,0
jesse.liebman,jesseliebman,1
john.heaney,johnheaney,1
patrick.lunsford,patricklunsford,1
elaine.horgos,Lainey315,0
lyndsey.crum,lyndsey,1
Alaa.Arab,AlaaArab,1
yujin.sohn.52,yujinsohn,1
ken.doyle.777,kendoyle62,1
amine.rahmouni,awarzim,0
stefanenko,stefan_ua,0
yvonne.vantol,GreaterAddo,0
diya.laila,ShahIznan,0
megan.minor,MeganMinor,1
nicolas.ward,UltraNurd,0
butts.brian,lakesidebbq,0
kyle.winn.39,impact2012,0
Antoni.Azis.SE,ANTONI_AZIS,1
Dinesh.The.Sun,Dinesh_The_Sun,1
stenberg.daniel,bagder,0
laila.bbraga,Laila_Braga,1
Reidable,vivid_9,0
angie.marmo,exclarooga,0
ata.haghighi,AtaHaghighi,1
christopher.gabriel,cgabriel,1
leigh.munro,LeighMunro,1
greg.knapp,G4EGK,0
roberto.arancibia,RobertoA,1
ani.simanova,ani_sim,1
tilak.ray,tilakray,1
erik.ricard,ErikRicard,1
andre.vandal,avdezign,0
shrivastava.aby,shrivastava1807,0
jens.krahe,krahe,1
maryam.alattiya,alattiya,1
konstantin.bazeyev,K_Bazeyev,1
abdullah.al.mamun,theIguys,0
owens.alexander,alexowens,1
loren.roberts,hearkencreative,0
sam.meers,sammeerskc,1
adrien.anselme,adanselm,0
barzim.clube,MahAnelli,0
jacob.gyllenstierna,jgyllen,0
paul.torres.338211,paultorres9,1
nitin.khandelwal2,nitiniit,0
Brandon.Rodenburg,punk_physicist,0
henk.dam,ArbreDeRose,0
maurizio.galluzzo1,mauriziog,1
karimacatherine.goundiam,karimacatherine,1
duane.long.14,duanelong,1
sean.grimlink,GrimLink,1
luiz.adestra,senseipeixoto,0
our.dance,ourdance,1
bernd.pfeiffer,BerndPfeiffer,1
daniel.hodgson27,DanielGHodgson,1
alia.makarem,aliamak,1
anyelle.meireles,_aanye,0
vanessae.ingo,Van_Teles,0
Mr.Steven.Johns,Tpad,0
jason.mccormac,myvipguy,0
marcelo.perrone2,perrone,1
SunPharma,Sun_Pharma,1
imtiaz.lee,JCstarringIL,0
nick.eichler,nick_eichler,1
brett.elliff,gatewayy,0
gustavo.seabra,gmseabra,1
kyle.geissler,kylegeissler,1
st.richard,st_richard,1
andrew.b.graham,andrewBGraham,1
linus.otieno,romantiksafaris,0
maya.bouhnik,Tips4Geeks,0
nuria.diez.351,NDC_,0
him.arora,him_live,0
victor.ngeny,wildlifedirect,0
gisele.perez,LA2LAChef,0
lucas.chaves.7543,Lucky_Qix,0
terri.coats,tlcoats,1
christina.starmans,chris_starmans,1
daniel.watson,danielwatson,1
shpongleland,Mika_ell,0
shadie.farazian,ShadieF,1
ofri.raviv,ofri,1
guilherme.thcarlos,GuiEssence,0
murali.veeraiyan,v_murali,1
victor.asanza,vasanza,1
nishith1,nishith_pandya,0
kamily.kam,happybabykamily,0
zoran.sunjic,zoondesign,0
BudiRachmat.WSaK,budi_rachmat,1
tema.ponomarenko,artem_isd,0
yuliya.gorshkova,babamarta,0
gary.freiburger,garyf789,1
tero.auralinna,teroauralinna,1
thomas.fiskerjepsen,Fishq,0
marina.esmeraldo,marinaesmeraldo,1
geoffrey.tashiro,geotashiro,1
serdar.yavuz,rserdar,0
mvankekeren,kekie_m,0
suprabhat.tiwary,SuperBrat789,0
christopher.andrew.stewart,Candle4Tibet,0
hussein.m.ahmed,husseinthoughts,0
endi.manis,mang_endi,1
bradley.chambers,bradleychambers,1
kevinmccarthy,kc_mac,0
diego.malcab,dmalcab,1
jr.jrivera,jaimerivera,0
carlo.buontempo,carlo_tuitter,0
gil.allen,Gilallen,1
j.tyler.barton,tyler_barton,1
dan.zemmels,danzemmels,1
sitcoms,amitcool_jindal,0
felipe.eterno,xilip,0
Latikah,mz_fly,0
brian.j.wahl,brian_wahl,1
Kirtan.Dave,kitsdave,1
luke.kintigh,lukekintigh,1
graser.michael,michaelgraser,1
matteo.crippa,matteocrippa,1
luis.macho,luismacho,1
VanStone.Daniel,DanielVanStone,1
tom.schwind,tschwind,1
danielricardo.santos,Danielrs_,0
JonathanF.Rowley,JonathanRowley,1
atifcanberkezan,canberk_ae,1
giuliano.ambrosio,JuliusDesign,0
eric.hor,e4eric,0
Dwight.Puntigan,DwightPuntigan,1
ruslan.gordeev,rulix,0
donna.macneil.92,donnamacneil,1
ryan.mcgeary,rmm5t,0
filikh.raja,filikhraja,1
malcolm.meng,MalcolmMeng,1
tsemary,maria_eriksson,0
joerg.frerichs,pixelnow,0
peter.nikolow,PeterNikolow,1
liz.shemaria,DanvillePatch,0
alex.birch2,alexbirch,1
costin.cristesc,CostinCristescu,1
t.a.o.torres,terrytorres,0
andrew.pack,andrew2pack,1
duran.david.j,davidduran,1
c.m.condon,ChadCondon,0
terrence.photography,TerrenceNgPhoto,0
phillip.hullquist,parawing742,0
mr.michaelmessina,michael_messina,1
connor.j.gates,connorgates,1
augustine.zenakos,auzenakos,1
donovan.baker,donovanbaker,1
primoz.cankar,khartahk,0
sylvie.coopman,Yvie_,0
eric.richards,EricRi,1
mileend.nadekar,mile_end,1
soufiane.hasso,AjJi,0
mrs.denise.lecher,DeniseLecher,1
mishralok,mishra_alok,1
faizahmed321,faiz_ahmed321,1
michael.brosnahan,mikebros,0
brego.dk,brego_dk,1
kulikov.dm,kulikov,1
joey.fingers,joeyfingers,1
takanory.net,takanory,1
peter.f.hernandez,peterfhernandez,1
brian.balboa.5,gnarlyDUCK,0
jason.j.law,jaylaw81,0
tracey.thomson,nzTrace,0
renzo.stanley,rstanley,1
vickie.bermea,VickieBermea,1
raiana.freitas,rahfreitas,1
tharun.v.vijayan,tharunvvijayan,0
vishal.gaurav,heyvishal,0
guy.frenkel,guyfrenkel,1
ColinMHagan,Colin_Hagan,1
anand.pasunoori,anandkorutla,0
bunyod.xalilov,_xalilov_,1
oleg.mikashevsky,mrachny,0
richardvegaortiz,richard_vega,1
idemax.green,idemax,1
oliver.siodmak,osiodmak,1
vladi.ivanov,vladoto,0
juanalberto.moreno,tripUrbano,0
didier.fallas,didierfallas,1
cyprien.noel,CyprienNoel,1
andrew.crisp1,andrewcrisp,1
ruben.santiago,rubenator,0
francesco.terzini,fterzini,1
granadosjr,fredo_granados,0
phil.v.sassen,Philcomputing,0
william.wei.han,rainman82,0
mike.p.smith,mike_p,1
aaron.daubman,daubman,1
ahmed.datunsolang,gufranz,0
richard.brooksby,rptb1,0
michal.jemala,michaljemala,1
rustin.coburn,RustinCoburn,1
david.bufford,dbufford,1
gerry.jacobus,gerryJacobus,1
chris.seemann,SeemannSays,0
kyle.kivett.37,KyleKivett,1
steven.simmons,stvnsmmns,0
roggenkamp,wahl_de,0
jesse.j.figueroa.9,barknbelly,0
MichelleK89,My_Shell,0
pasha.liang.3,pasha_liang,1
meaghan.olson,MissDeFacto,0
avinash.k.sah,akSahu,1
jean.peccoud,peccoud,1
johannes.martin.de,karlrichtermue,0
mast3rpyr0,Aaron_Blank,0
sompriaw.aums,sompriaw,1
david.williams.cary.nc,CaryRealEstate,0
nikhil.pandit,npjai,0
jorge.rodriguezlopez,jakebang,0
johnelle.klaire,CaliGurl4Ev3r,0
andrew.kennerly,andrewkennerly,1
goghie,goran_markovic,0
sleven.fang,sleven,1
magmovies.net,magmovies,1
anna.dicklhuber,AnnaDicklhuber,1
bas.vanwinkel,basvanwinkel,1
luke.j.adrian,lukeadrian,1
pinkyjain.chawla,pinkyjainchawla,1
slax81,pclos_lxgator,0
edward.szewczyk,SmithMtnLakeBoi,0
bill.szczytko,BSitko,0
karankhanna,karan_intouch,0
ratnadeep.deshmane,rtdp,0
matt.mohamed,SeraphimAlly,0
ashutosh.me,twitosh,0
christian.bazzucchi,ChristianBuzz,1
vadim.milichev,vadimilich,0
jogi.silalahi,outlaws35,0
adnama.mil,gmh0ts,0
alec.hipshear,xionon,0
davidee.photographer,despertini,0
cristen26,CFarrell_Photog,0
felipe.mendes,felpa_,0
anandu.villoth,anandunnn,0
dani.alcalde,dalcalde,1
matthews.steve,stevematthews,1
tonybrightdotcom,Tony_Bright,1
anik.sumon,aniksumon,1
eugenio.iorio,eiorio,1
lance.rangerbob,lancetay,0
cary.newfeldt,cary_newfeldt,1
k.kundan,SmKundan,0
michael.h.schmitz,mischmit,0
zakhar.kolesnik,ridicularius,0
robert.coyle.5,RideButter,0
nicholas.petrillo.3,npetrill,0
agustin.saldias,agustinsaldias,1
ben.fontenot.31,awaittheday,0
peter.dietz,kompewter,0
francisco.g.dequevedo.9,CPAHispano,0
vicky.sekhri,Anshuman_Sekhri,0
szymanek.wr,SzymaneKwr,1
aurora.d.fernandez,aurora_diaz,0
Serhij.Morhajlyk,morhajlyk,1
kobby.owus,just2izy,0
edrico.c.kerr,edrickerrlim,1
christian.kokott,chrixko,0
salodini.ivan,salodini_ivan,1
jayesh.gohel,JayeshGohel,1
middlemaniam.mcafee,middlemaniam,1
sunilthalore,SUNIL_K_,0
nirit.hann,Nirit_H,1
christine.m.turner,1ChrisMTurner,0
roland.strauss,RolandStrauss,1
niranjan.tulpule,nanolucifer,0
lotuspersonalassistants,Katie_Laine,0
