eddie.cho,cho-eddie,eddiechou828,,0
alicia.farrell,alicia-farrell,leashal,,0
alex.siambis,alex-siambis,alexsiambis,,1
clinton.kabler,clinton-kabler,clintonk,,1
floppy.pucheta,floppy-pucheta,Floppy_Pucheta,floppy-pucheta,1
marcy.hall,hall-marcy,MarcyDH,,1
vytenis.skarnulis,skarnulis-vytenis,Vyteniska,,0
indranil.nandi,indranil-nandi,Indranil_Nandi,indranil-nandi,1
ralph.sc,ralph-sc,ralfwu,,0
mariomiranda.es,es-mariomiranda,mirandafilms,,0
riccih,,Ricci_Hodgson,hodgson-ricci,1
rami.abuarja,abuarja-rami,ramiabuarja,,1
chen.levkovich,chen-levkovich,chenlev,,1
jennifer.longshore,jennifer-longshore,escapadesofjen,,0
adriana.carvalho.35,adriana-carvalho,Adriana_SC,adriana-sc,0
daniel.stertz.5,daniel-stertz,DanielStertz,,1
bill.h,bill-h,Bill_H,bill-h,1
marmee.cosico,cosico-marmee,marmeecosico,,1
erika.c.maldonado,c-erika-maldonado,ErikaCMaldonado,,1
jonas.middendorf,jonas-middendorf,bughunter85,,0
radek.sadowski,radek-sadowski,rrr_sadowski,rrr-sadowski,1
fayard.fabien,fabien-fayard,ffayard,,1
david.h.paul,david-h-paul,davidhpaul,,1
arin.sinabian,arin-sinabian,sinabian,,0.5
derry.sun.7,derry-sun,sunderry,,1
danieliamarino,,Dan_Iamarino,dan-iamarino,0
conan.soranno,conan-soranno,addictedimage,,0
clint.bahr,bahr-clint,ClintBahr,,1
matty.stevenson,matty-stevenson,mattystevenson,,1
ben.nuk,ben-nuk,bennuk,,1
bunda.arlina,arlina-bunda,bundaichabella,,1
eeryn.lubicich,eeryn-lubicich,TampaEFL,,0
scott.territo,scott-territo,il_pirata,il-pirata,0
andrew.drake,andrew-drake,nevrar,,0
kartolo.lo,kartolo-lo,lokartolo,,1
jeff.vannest,jeff-vannest,jefflv,,1
ebrahim.khodaei,ebrahim-khodaei,ebrahimkhodaei,,1
amanda.hinault,amanda-hinault,kh_i,i-kh,0
ma.alizadeh,alizadeh-ma,02SyntaxError,,0
samu.geza,geza-samu,samugeza,,1
oliver.krick,krick-oliver,KrickstR,,0
nucleareclipse,,nuclear_eclipse,eclipse-nuclear,1
matsiltala,,Matt_Siltala,matt-siltala,1
melissadow,,M_Dow,dow-m,0
soufiane.qassimi,qassimi-soufiane,s_qassimi,qassimi-s,0
foss.boss,boss-foss,ak_kim0,ak-kim,0
m.mangmo,m-mangmo,mangasian,,0
jesses.t,jesses-t,jessestu,,0
lindsay.grace.burton,burton-grace-lindsay,lgraceburton,,1
vivek.srini,srini-vivek,viveksrn,,1
weiyiao.wang,wang-weiyiao,weiyiao,,0.5
perfil.math.souza,math-perfil-souza,mathsouza,,0.33
phil.epex,epex-phil,ePex2k9,,0
anthony.myers2,anthony-myers,xanthonysfx,,0
samantha.egebrecht,egebrecht-samantha,thunderstrukdc,,0
kai.werthwein,kai-werthwein,Schlipsnerd,,0
clarita.longo,clarita-longo,clarita82,,0
yenlin.tan,tan-yenlin,tanyenlin,,1
umer.zuberi,umer-zuberi,umert,,0
caroline.guilherme,caroline-guilherme,caroline_basted,basted-caroline,0
garry.hepple,garry-hepple,GarryHepple,,1
lucas.hibbard,hibbard-lucas,LucasHSquared,,1
donna.hogeland,donna-hogeland,DonnaHogeland,,1
kevin.vandenberghe,kevin-vandenberghe,KevVDB,,0
emma.mangiapane12,emma-mangiapane,emmabelle12,,0
kailash.shankar,kailash-shankar,kailashbl,,0
nadeem.bulsara,bulsara-nadeem,nadzz,,0
wjs.wang,wang-wjs,wjs2634,,0
deebaa,,punkin_g,g-punkin,0
sebastian.freitag,freitag-sebastian,sfquadrat,,0
carlos.ferreirajr,carlos-ferreirajr,blogolscarlos,,0
fabian.norman,fabian-norman,FabianNor,,1
semvosem,,sem_vosem,sem-vosem,1
ramsez.stamper,ramsez-stamper,crassiusneo,,0
pascal.polleunus,pascal-polleunus,ppolleunus,,1
pablo.roig,pablo-roig,pmroig,,1
S.RakibHasan,rakibhasan-s,s_rakib,rakib-s,0
wim.bollen.12,bollen-wim,wbollen,,1
shiprayadav.only1,only-shiprayadav,ShiprayadavHR,,0
castle.fest,castle-fest,Castlefest,,1
balpreet.bajwa,bajwa-balpreet,_balpreet,balpreet,0.5
gregg.murray,gregg-murray,iradiosales,,0
ross.hannant,hannant-ross,RossHannant,,1
vampire.nighthawk,nighthawk-vampire,ahscott,,0
hely.rojas.prieto,hely-prieto-rojas,sysmaya,,0
sacha.obado,obado-sacha,sachaobado,,1
shelby.carr,carr-shelby,shelby_carr,carr-shelby,1
martha.isela.330,isela-martha,MarthaIsela,,1
ben.p.higgins,ben-higgins-p,mofunz,,0
ross.a.tieken,a-ross-tieken,rossarlen,,0
burak.akgerman,akgerman-burak,bakgerman,,1
bart.vyvey,bart-vyvey,bartvyvey,,1
coalicion.cristiana,coalicion-cristiana,coalicioncristo,,1
jpeterkirby,,Kirby_,kirby,0
april.rager,april-rager,aprilrager,,1
svet.b,b-svet,svet,,0.5
jamie.folsom,folsom-jamie,jamiefolsom,,1
dominic.fuchs.79,dominic-fuchs,dvux,,0
d.shokel,d-shokel,vallmond,,0
borria,,essl_main,essl-main,0
lee.peters2,lee-peters,leep1441,,1
helena.ferry,ferry-helena,helenaferry,,1
steven.schwartz.758,schwartz-steven,macquarieVC,,0
sundarrajan.renganathan,renganathan-sundarrajan,sundarrajanr,,1
david.nightingale1,david-nightingale,DNCreative,,1
rene.funke,funke-rene,tbbmx,,0
wim.mulders,mulders-wim,Wimku,,0
jesse.liebman,jesse-liebman,jesseliebman,,1
john.heaney,heaney-john,johnheaney,,1
patrick.lunsford,lunsford-patrick,patricklunsford,,1
elaine.horgos,elaine-horgos,Lainey315,,0
lyndsey.crum,crum-lyndsey,lyndsey,,0.5
Alaa.Arab,alaa-arab,AlaaArab,,1
yujin.sohn.52,sohn-yujin,yujinsohn,,1
ken.doyle.777,doyle-ken,kendoyle62,,0
amine.rahmouni,amine-rahmouni,awarzim,,0
stefanenko,,stefan_ua,stefan-ua,0
yvonne.vantol,vantol-yvonne,GreaterAddo,,0
diya.laila,diya-laila,ShahIznan,,0
megan.minor,megan-minor,MeganMinor,,1
nicolas.ward,nicolas-ward,UltraNurd,,0
butts.brian,brian-butts,lakesidebbq,,0
kyle.winn.39,kyle-winn,impact2012,,0
Antoni.Azis.SE,antoni-azis-se,ANTONI_AZIS,antoni-azis,0.33
Dinesh.The.Sun,dinesh-sun-the,Dinesh_The_Sun,dinesh-sun-the,1
stenberg.daniel,daniel-stenberg,bagder,,0
laila.bbraga,bbraga-laila,Laila_Braga,braga-laila,0
Reidable,,vivid_9,vivid,0
angie.marmo,angie-marmo,exclarooga,,0
ata.haghighi,ata-haghighi,AtaHaghighi,,1
christopher.gabriel,christopher-gabriel,cgabriel,,1
leigh.munro,leigh-munro,LeighMunro,,1
greg.knapp,greg-knapp,G4EGK,,1
roberto.arancibia,arancibia-roberto,RobertoA,,1
ani.simanova,ani-simanova,ani_sim,ani-sim,0
tilak.ray,ray-tilak,tilakray,,1
erik.ricard,erik-ricard,ErikRicard,,1
andre.vandal,andre-vandal,avdezign,,1
shrivastava.aby,aby-shrivastava,shrivastava1807,,0
jens.krahe,jens-krahe,krahe,,0.5
maryam.alattiya,alattiya-maryam,alattiya,,0.5
konstantin.bazeyev,bazeyev-konstantin,K_Bazeyev,bazeyev-k,0
abdullah.al.mamun,abdullah-al-mamun,theIguys,,0
owens.alexander,alexander-owens,alexowens,,1
loren.roberts,loren-roberts,hearkencreative,,0
sam.meers,meers-sam,sammeerskc,,0
adrien.anselme,adrien-anselme,adanselm,,0
barzim.clube,barzim-clube,MahAnelli,,0
jacob.gyllenstierna,gyllenstierna-jacob,jgyllen,,0
paul.torres.338211,paul-torres,paultorres9,,0
nitin.khandelwal2,khandelwal-nitin,nitiniit,,0
Brandon.Rodenburg,brandon-rodenburg,punk_physicist,physicist-punk,0
henk.dam,dam-henk,ArbreDeRose,,0
maurizio.galluzzo1,galluzzo-maurizio,mauriziog,,1
karimacatherine.goundiam,goundiam-karimacatherine,karimacatherine,,0.5
duane.long.14,duane-long,duanelong,,1
sean.grimlink,grimlink-sean,GrimLink,,0.5
luiz.adestra,adestra-luiz,senseipeixoto,,0
our.dance,dance-our,ourdance,,1
bernd.pfeiffer,bernd-pfeiffer,BerndPfeiffer,,1
daniel.hodgson27,daniel-hodgson,DanielGHodgson,,0
alia.makarem,alia-makarem,aliamak,,1
anyelle.meireles,anyelle-meireles,_aanye,aanye,0
vanessae.ingo,ingo-vanessae,Van_Teles,teles-van,0
Mr.Steven.Johns,johns-mr-steven,Tpad,,0
jason.mccormac,jason-mccormac,myvipguy,,0
marcelo.perrone2,marcelo-perrone,perrone,,0.5
SunPharma,,Sun_Pharma,pharma-sun,1
imtiaz.lee,imtiaz-lee,JCstarringIL,,0
nick.eichler,eichler-nick,nick_eichler,eichler-nick,1
brett.elliff,brett-elliff,gatewayy,,0
gustavo.seabra,gustavo-seabra,gmseabra,,1
kyle.geissler,geissler-kyle,kylegeissler,,1
st.richard,richard-st,st_richard,richard-st,1
andrew.b.graham,andrew-b-graham,andrewBGraham,,1
linus.otieno,linus-otieno,romantiksafaris,,0
maya.bouhnik,bouhnik-maya,Tips4Geeks,,0
nuria.diez.351,diez-nuria,NDC_,ndc,0
him.arora,arora-him,him_live,him-live,0
victor.ngeny,ngeny-victor,wildlifedirect,,0
gisele.perez,gisele-perez,LA2LAChef,,0
lucas.chaves.7543,chaves-lucas,Lucky_Qix,lucky-qix,0
terri.coats,coats-terri,tlcoats,,1
christina.starmans,christina-starmans,chris_starmans,chris-starmans,0
daniel.watson,daniel-watson,danielwatson,,1
shpongleland,,Mika_ell,ell-mika,0
shadie.farazian,farazian-shadie,ShadieF,,1
ofri.raviv,ofri-raviv,ofri,,0.5
guilherme.thcarlos,guilherme-thcarlos,GuiEssence,,0
murali.veeraiyan,murali-veeraiyan,v_murali,murali-v,0
victor.asanza,asanza-victor,vasanza,,1
nishith1,,nishith_pandya,nishith-pandya,0
kamily.kam,kam-kamily,happybabykamily,,0
zoran.sunjic,sunjic-zoran,zoondesign,,0
BudiRachmat.WSaK,budirachmat-wsak,budi_rachmat,budi-rachmat,0
tema.ponomarenko,ponomarenko-tema,artem_isd,artem-isd,0
yuliya.gorshkova,gorshkova-yuliya,babamarta,,0
gary.freiburger,freiburger-gary,garyf789,,1
tero.auralinna,auralinna-tero,teroauralinna,,1
thomas.fiskerjepsen,fiskerjepsen-thomas,Fishq,,0
marina.esmeraldo,esmeraldo-marina,marinaesmeraldo,,1
geoffrey.tashiro,geoffrey-tashiro,geotashiro,,1
serdar.yavuz,serdar-yavuz,rserdar,,0
mvankekeren,,kekie_m,kekie-m,0
suprabhat.tiwary,suprabhat-tiwary,SuperBrat789,,0
christopher.andrew.stewart,andrew-christopher-stewart,Candle4Tibet,,0
hussein.m.ahmed,ahmed-hussein-m,husseinthoughts,,0
endi.manis,endi-manis,mang_endi,endi-mang,1
bradley.chambers,bradley-chambers,bradleychambers,,1
kevinmccarthy,,kc_mac,kc-mac,0
diego.malcab,diego-malcab,dmalcab,,1
jr.jrivera,jr-jrivera,jaimerivera,,0
carlo.buontempo,buontempo-carlo,carlo_tuitter,carlo-tuitter,0
gil.allen,allen-gil,Gilallen,,1
j.tyler.barton,barton-j-tyler,tyler_barton,barton-tyler,0.33
dan.zemmels,dan-zemmels,danzemmels,,1
sitcoms,,amitcool_jindal,amitcool-jindal,0
felipe.eterno,eterno-felipe,xilip,,0
Latikah,,mz_fly,fly-mz,0
brian.j.wahl,brian-j-wahl,brian_wahl,brian-wahl,0.33
Kirtan.Dave,dave-kirtan,kitsdave,,1
luke.kintigh,kintigh-luke,lukekintigh,,1
graser.michael,graser-michael,michaelgraser,,1
matteo.crippa,crippa-matteo,matteocrippa,,1
luis.macho,luis-macho,luismacho,,1
VanStone.Daniel,daniel-vanstone,DanielVanStone,,1
tom.schwind,schwind-tom,tschwind,,1
danielricardo.santos,danielricardo-santos,Danielrs_,danielrs,1
JonathanF.Rowley,jonathanf-rowley,JonathanRowley,,1
atifcanberkezan,,canberk_ae,ae-canberk,1
giuliano.ambrosio,ambrosio-giuliano,JuliusDesign,,0
eric.hor,eric-hor,e4eric,,0
Dwight.Puntigan,dwight-puntigan,DwightPuntigan,,1
ruslan.gordeev,gordeev-ruslan,rulix,,0
donna.macneil.92,donna-macneil,donnamacneil,,1
ryan.mcgeary,mcgeary-ryan,rmm5t,,0
filikh.raja,filikh-raja,filikhraja,,1
malcolm.meng,malcolm-meng,MalcolmMeng,,1
tsemary,,maria_eriksson,eriksson-maria,0
joerg.frerichs,frerichs-joerg,pixelnow,,0
peter.nikolow,nikolow-peter,PeterNikolow,,1
liz.shemaria,liz-shemaria,DanvillePatch,,0
alex.birch2,alex-birch,alexbirch,,1
costin.cristesc,costin-cristesc,CostinCristescu,,0
t.a.o.torres,a-o-t-torres,terrytorres,,0
andrew.pack,andrew-pack,andrew2pack,,0
duran.david.j,david-duran-j,davidduran,,0.33
c.m.condon,c-condon-m,ChadCondon,,0
terrence.photography,photography-terrence,TerrenceNgPhoto,,0
phillip.hullquist,hullquist-phillip,parawing742,,0
mr.michaelmessina,michaelmessina-mr,michael_messina,messina-michael,0
connor.j.gates,connor-gates-j,connorgates,,0.33
augustine.zenakos,augustine-zenakos,auzenakos,,1
donovan.baker,baker-donovan,donovanbaker,,1
primoz.cankar,cankar-primoz,khartahk,,0
sylvie.coopman,coopman-sylvie,Yvie_,yvie,0
eric.richards,eric-richards,EricRi,,1
mileend.nadekar,mileend-nadekar,mile_end,end-mile,0
soufiane.hasso,hasso-soufiane,AjJi,,0
mrs.denise.lecher,denise-lecher-mrs,DeniseLecher,,0.33
mishralok,,mishra_alok,alok-mishra,1
faizahmed321,,faiz_ahmed321,ahmed-faiz,0
michael.brosnahan,brosnahan-michael,mikebros,,0
brego.dk,brego-dk,brego_dk,brego-dk,1
kulikov.dm,dm-kulikov,kulikov,,0.5
joey.fingers,fingers-joey,joeyfingers,,1
takanory.net,net-takanory,takanory,,0.5
peter.f.hernandez,f-hernandez-peter,peterfhernandez,,1
brian.balboa.5,balboa-brian,gnarlyDUCK,,0
jason.j.law,j-jason-law,jaylaw81,,0
tracey.thomson,thomson-tracey,nzTrace,,0
renzo.stanley,renzo-stanley,rstanley,,1
vickie.bermea,bermea-vickie,VickieBermea,,1
raiana.freitas,freitas-raiana,rahfreitas,,1
tharun.v.vijayan,tharun-v-vijayan,tharunvvijayan,,0
vishal.gaurav,gaurav-vishal,heyvishal,,0
guy.frenkel,frenkel-guy,guyfrenkel,,1
ColinMHagan,,Colin_Hagan,colin-hagan,0
anand.pasunoori,anand-pasunoori,anandkorutla,,0
bunyod.xalilov,bunyod-xalilov,_xalilov_,xalilov,0.5
oleg.mikashevsky,mikashevsky-oleg,mrachny,,0
richardvegaortiz,,richard_vega,richard-vega,0
idemax.green,green-idemax,idemax,,0.5
oliver.siodmak,oliver-siodmak,osiodmak,,1
vladi.ivanov,ivanov-vladi,vladoto,,0
juanalberto.moreno,juanalberto-moreno,tripUrbano,,0
didier.fallas,didier-fallas,didierfallas,,1
cyprien.noel,cyprien-noel,CyprienNoel,,1
andrew.crisp1,andrew-crisp,andrewcrisp,,1
ruben.santiago,ruben-santiago,rubenator,,0
francesco.terzini,francesco-terzini,fterzini,,1
granadosjr,,fredo_granados,fredo-granados,0
phil.v.sassen,phil-sassen-v,Philcomputing,,0
william.wei.han,han-wei-william,rainman82,,0
mike.p.smith,mike-p-smith,mike_p,mike-p,0.33
aaron.daubman,aaron-daubman,daubman,,0.5
ahmed.datunsolang,ahmed-datunsolang,gufranz,,0
richard.brooksby,brooksby-richard,rptb1,,0
michal.jemala,jemala-michal,michaljemala,,1
rustin.coburn,coburn-rustin,RustinCoburn,,1
david.bufford,bufford-david,dbufford,,1
gerry.jacobus,gerry-jacobus,gerryJacobus,,1
chris.seemann,chris-seemann,SeemannSays,,0
kyle.kivett.37,kivett-kyle,KyleKivett,,1
steven.simmons,simmons-steven,stvnsmmns,,0
roggenkamp,,wahl_de,de-wahl,0
jesse.j.figueroa.9,figueroa-j-jesse,barknbelly,,0
MichelleK89,,My_Shell,my-shell,0
pasha.liang.3,liang-pasha,pasha_liang,liang-pasha,1
meaghan.olson,meaghan-olson,MissDeFacto,,1
avinash.k.sah,avinash-k-sah,akSahu,,1
jean.peccoud,jean-peccoud,peccoud,,0.5
johannes.martin.de,de-johannes-martin,karlrichtermue,,0
mast3rpyr0,,Aaron_Blank,aaron-blank,0
sompriaw.aums,aums-sompriaw,sompriaw,,0.5
david.williams.cary.nc,cary-david-nc-williams,CaryRealEstate,,0
nikhil.pandit,nikhil-pandit,npjai,,1
jorge.rodriguezlopez,jorge-rodriguezlopez,jakebang,,0
johnelle.klaire,johnelle-klaire,CaliGurl4Ev3r,,0
andrew.kennerly,andrew-kennerly,andrewkennerly,,1
goghie,,goran_markovic,goran-markovic,0
sleven.fang,fang-sleven,sleven,,0.5
magmovies.net,magmovies-net,magmovies,,0.5
anna.dicklhuber,anna-dicklhuber,AnnaDicklhuber,,1
bas.vanwinkel,bas-vanwinkel,basvanwinkel,,1
luke.j.adrian,adrian-j-luke,lukeadrian,,0.33
pinkyjain.chawla,chawla-pinkyjain,pinkyjainchawla,,1
slax81,,pclos_lxgator,lxgator-pclos,0
edward.szewczyk,edward-szewczyk,SmithMtnLakeBoi,,0
bill.szczytko,bill-szczytko,BSitko,,1
karankhanna,,karan_intouch,intouch-karan,0
ratnadeep.deshmane,deshmane-ratnadeep,rtdp,,0
matt.mohamed,matt-mohamed,SeraphimAlly,,0
ashutosh.me,ashutosh-me,twitosh,,0
christian.bazzucchi,bazzucchi-christian,ChristianBuzz,,1
vadim.milichev,milichev-vadim,vadimilich,,0
jogi.silalahi,jogi-silalahi,outlaws35,,0
adnama.mil,adnama-mil,gmh0ts,,0
alec.hipshear,alec-hipshear,xionon,,0
davidee.photographer,davidee-photographer,despertini,,0
cristen26,,CFarrell_Photog,cfarrell-photog,0
felipe.mendes,felipe-mendes,felpa_,felpa,0
anandu.villoth,anandu-villoth,anandunnn,,0
dani.alcalde,alcalde-dani,dalcalde,,1
matthews.steve,matthews-steve,stevematthews,,1
tonybrightdotcom,,Tony_Bright,bright-tony,0
anik.sumon,anik-sumon,aniksumon,,1
eugenio.iorio,eugenio-iorio,eiorio,,1
lance.rangerbob,lance-rangerbob,lancetay,,0
cary.newfeldt,cary-newfeldt,cary_newfeldt,cary-newfeldt,1
k.kundan,k-kundan,SmKundan,,0
michael.h.schmitz,h-michael-schmitz,mischmit,,0
zakhar.kolesnik,kolesnik-zakhar,ridicularius,,0
robert.coyle.5,coyle-robert,RideButter,,0
nicholas.petrillo.3,nicholas-petrillo,npetrill,,1
agustin.saldias,agustin-saldias,agustinsaldias,,1
ben.fontenot.31,ben-fontenot,awaittheday,,0
peter.dietz,dietz-peter,kompewter,,0
francisco.g.dequevedo.9,dequevedo-francisco-g,CPAHispano,,0
vicky.sekhri,sekhri-vicky,Anshuman_Sekhri,anshuman-sekhri,0
szymanek.wr,szymanek-wr,SzymaneKwr,,1
aurora.d.fernandez,aurora-d-fernandez,aurora_diaz,aurora-diaz,0
Serhij.Morhajlyk,morhajlyk-serhij,morhajlyk,,0.5
kobby.owus,kobby-owus,just2izy,,0
edrico.c.kerr,c-edrico-kerr,edrickerrlim,,1
christian.kokott,christian-kokott,chrixko,,0
salodini.ivan,ivan-salodini,salodini_ivan,ivan-salodini,1
jayesh.gohel,gohel-jayesh,JayeshGohel,,1
middlemaniam.mcafee,mcafee-middlemaniam,middlemaniam,,0.5
sunilthalore,,SUNIL_K_,k-sunil,0
nirit.hann,hann-nirit,Nirit_H,h-nirit,0
christine.m.turner,christine-m-turner,1ChrisMTurner,,0
roland.strauss,roland-strauss,RolandStrauss,,1
niranjan.tulpule,niranjan-tulpule,nanolucifer,,0
lotuspersonalassistants,,Katie_Laine,katie-laine,0
